x,value
934.605,99.2820109
935.25,99.2946227
935.895,99.3134694
936.54,99.3321164
937.185,99.3593309
937.83,99.4098436
938.475,99.4670549
939.12,99.4929566
939.765,99.4806524
940.41,99.4598221
941.055,99.4633565
941.7,99.4960926
942.345,99.534861
942.99,99.5591942
943.635,99.576127
944.28,99.5983487
944.925,99.6051942
945.57,99.5507957
946.215,99.4520322
946.86,99.3863686
947.505,99.383234
948.15,99.4167112
948.795,99.4543216
949.44,99.4781972
950.085,99.4817971
950.73,99.4603694
951.375,99.4230267
952.02,99.4027765
952.665,99.4111321
953.31,99.4238102
953.955,99.4241104
954.6,99.4195737
955.245,99.4348098
955.89,99.5085556
956.535,99.7382741
957.18,100.324776
957.825,100.7916779
958.47,100.8758004
959.115,100.8108576
959.76,100.6974255
960.405,100.5873231
961.05,100.5632726
961.695,100.7841
962.34,101.2376595
962.985,101.5254361
963.63,101.5669667
964.275,101.4802997
964.92,101.3649361
965.565,101.2993929
966.21,101.325322
966.855,101.4127833
967.5,101.5132741
968.145,101.6079577
968.79,101.6961643
969.435,101.7696226
970.08,101.8245217
970.725,101.8931954
971.37,102.0114509
972.015,102.1777497
972.66,102.34348
973.305,102.4893406
973.95,102.6626714
974.595,102.9294921
975.24,103.2396585
975.885,103.460337
976.53,103.60897
977.175,103.717389
977.82,103.7761231
978.465,103.7862469
979.11,103.7803086
979.755,103.826967
980.4,104.0459123
981.045,104.4088549
981.69,104.6273022
982.335,104.6978013
982.98,104.727123
983.625,104.7568021
984.27,104.7827061
984.915,104.7894036
985.56,104.7876756
986.205,104.8078156
986.85,104.8568082
987.495,104.915767
988.14,104.963443
988.785,104.9829709
989.43,104.9618867
990.075,104.9093411
990.72,104.8617944
991.365,104.8386754
992.01,104.8242984
992.655,104.8009895
993.3,104.767704
993.945,104.7330654
994.59,104.7061959
995.235,104.6874258
995.88,104.6684695
996.525,104.6346098
997.17,104.5710545
997.815,104.5016456
998.46,104.458692
999.105,104.4341091
999.75,104.4123017
1000.395,104.3898369
1001.04,104.3729462
1001.685,104.3709444
1002.33,104.3865914
1002.975,104.4065437
1003.62,104.4068363
1004.265,104.3753842
1004.91,104.3265106
1005.555,104.2828075
1006.2,104.257074
1006.845,104.2472899
1007.49,104.2434466
1008.135,104.2403032
1008.78,104.2415161
1009.425,104.2520653
1010.07,104.2676259
1010.715,104.2609661
1011.36,104.2017116
1012.005,104.1226056
1012.65,104.0623215
1013.295,104.0238113
1013.94,103.9992656
1014.585,103.9822682
1015.23,103.9703812
1015.875,103.9622551
1016.52,103.9519513
1017.165,103.9311235
1017.81,103.9001151
1018.455,103.8681588
1019.1,103.8347018
1019.745,103.7752939
1020.39,103.6702393
1021.035,103.5491486
1021.68,103.4487991
1022.325,103.3724605
1022.97,103.3265808
1023.615,103.3349455
1024.26,103.3953893
1024.905,103.469485
1025.55,103.5241487
1026.195,103.553531
1026.84,103.5656107
1027.485,103.5534996
1028.13,103.511887
1028.775,103.4589734
1029.42,103.4159645
1030.065,103.3976659
1030.71,103.4046639
1031.355,103.4150054
1032,103.4106161
1032.645,103.3951725
1033.29,103.3800992
1033.935,103.3757089
1034.58,103.3888009
1035.225,103.4190105
1035.87,103.4517125
1036.515,103.4551629
1037.16,103.4200734
1037.805,103.3937279
1038.45,103.3995276
1039.095,103.4093246
1039.74,103.3767605
1040.385,103.2675214
1041.03,103.1406024
1041.675,103.0734862
1042.32,103.0518914
1042.965,103.0455076
1043.61,103.0503996
1044.255,103.0784282
1044.9,103.1269389
1045.545,103.1615209
1046.19,103.1578185
1046.835,103.1330728
1047.48,103.1169609
1048.125,103.1184812
1048.77,103.1282266
1049.415,103.1262315
1050.06,103.0916901
1050.705,103.0256258
1051.35,102.9517329
1051.995,102.8879823
1052.64,102.8412895
1053.285,102.8130911
1053.93,102.7971008
1054.575,102.7856377
1055.22,102.7782395
1055.865,102.7799143
1056.51,102.7963071
1057.155,102.8325635
1057.8,102.8866418
1058.445,102.942033
1059.09,102.979041
1059.735,102.996403
1060.38,103.0077091
1061.025,103.0218094
1061.67,103.0379227
1062.315,103.0445813
1062.96,103.0323739
1063.605,103.0205551
1064.25,103.0443914
1064.895,103.1338529
1065.54,103.285204
1066.185,103.4097589
1066.83,103.4448106
1067.475,103.4257256
1068.12,103.3962472
1068.765,103.3817997
1069.41,103.3947843
1070.055,103.4458207
1070.7,103.5393093
1071.345,103.6352385
1071.99,103.6708203
1072.635,103.657351
1073.28,103.6350534
1073.925,103.6326694
1074.57,103.6598042
1075.215,103.7002002
1075.86,103.7282315
1076.505,103.7432058
1077.15,103.7854748
1077.795,103.9094823
1078.44,104.1054447
1079.085,104.2564153
1079.73,104.3186134
1080.375,104.3315213
1081.02,104.3225919
1081.665,104.296415
1082.31,104.242991
1082.955,104.1546272
1083.6,104.0638948
1084.245,104.006807
1084.89,103.9549354
1085.535,103.8651802
1086.18,103.7570637
1086.825,103.6849861
1087.47,103.6832543
1088.115,103.7707937
1088.76,103.9340815
1089.405,104.0856111
1090.05,104.1690903
1090.695,104.2125026
1091.34,104.2461321
1091.985,104.2805154
1092.63,104.320762
1093.275,104.3751081
1093.92,104.4490815
1094.565,104.5380075
1095.21,104.6252866
1095.855,104.6690254
1096.5,104.625536
1097.145,104.5316835
1097.79,104.4650815
1098.435,104.4523214
1099.08,104.4687576
1099.725,104.477414
1100.37,104.4656499
1101.015,104.4419468
1101.66,104.4114305
1102.305,104.3637905
1102.95,104.2890188
1103.595,104.2055081
1104.24,104.1451123
1104.885,104.1156017
1105.53,104.0977535
1106.175,104.0614048
1106.82,103.9890551
1107.465,103.9037
1108.11,103.8470162
1108.755,103.8314911
1109.4,103.8455488
1110.045,103.8725198
1110.69,103.8946255
1111.335,103.8882481
1111.98,103.8299435
1112.625,103.7441919
1113.27,103.687838
1113.915,103.6658722
1114.56,103.6571962
1115.205,103.6357594
1115.85,103.5711248
1116.495,103.4653501
1117.14,103.3776661
1117.785,103.3538716
1118.43,103.3768948
1119.075,103.4059916
1119.72,103.4120305
1120.365,103.4014939
1121.01,103.4038365
1121.655,103.4137249
1122.3,103.3978193
1122.945,103.3644772
1123.59,103.3632532
1124.235,103.4246958
1124.88,103.5331906
1125.525,103.6501004
1126.17,103.7445543
1126.815,103.7740108
1127.46,103.7672193
1128.105,103.7631758
1128.75,103.7679021
1129.395,103.7786858
1130.04,103.7984002
1130.685,103.8434144
1131.33,103.9390183
1131.975,104.067915
1132.62,104.1616982
1133.265,104.1888689
1133.91,104.1633934
1134.555,104.0935083
1135.2,104.0557058
1135.845,104.0609603
1136.49,104.0908703
1137.135,104.0212533
1137.78,103.7018435
1138.425,103.5254562
1139.07,103.4059275
1139.715,103.3266505
1140.36,103.2849
1141.005,103.2679015
1141.65,103.2499337
1142.295,103.2151431
1142.94,103.1673878
1143.585,103.1176008
1144.23,103.0552334
1144.875,102.9446821
1145.52,102.8084042
1146.165,102.7124021
1146.81,102.6806055
1147.455,102.7140606
1148.1,102.8175572
1148.745,102.9965439
1149.39,103.2150271
1150.035,103.3121949
1150.68,103.1158256
1151.325,102.7791616
1151.97,102.5190846
1152.615,102.3390707
1153.26,102.1901491
1153.905,102.083861
1154.55,102.042331
1155.195,102.0456298
1155.84,102.0583442
1156.485,102.0647064
1157.13,102.0705756
1157.775,102.0851082
1158.42,102.1044774
1159.065,102.1111134
1159.71,102.0949671
1160.355,102.0694836
1161,102.0493286
1161.645,102.0248398
1162.29,101.9600289
1162.935,101.8519146
1163.58,101.7754513
1164.225,101.7647242
1164.87,101.7812957
1165.515,101.7618375
1166.16,101.6725918
1166.805,101.5537367
1167.45,101.4701127
1168.095,101.4264718
1168.74,101.3979549
1169.385,101.3718033
1170.03,101.3448429
1170.675,101.3188336
1171.32,101.2996475
1171.965,101.2956669
1172.61,101.3182729
1173.255,101.3789403
1173.9,101.4686311
1174.545,101.5468667
1175.19,101.5896955
1175.835,101.5920963
1176.48,101.5540562
1177.125,101.4707076
1177.77,101.3492501
1178.415,101.2481809
1179.06,101.2009379
1179.705,101.1899305
1180.35,101.1847866
1180.995,101.1616051
1181.64,101.0988285
1182.285,100.9735034
1182.93,100.807343
1183.575,100.6773472
1184.22,100.6071392
1184.865,100.5606988
1185.51,100.5057596
1186.155,100.4433263
1186.8,100.3950669
1187.445,100.3711771
1188.09,100.3668042
1188.735,100.3622471
1189.38,100.328381
1190.025,100.2583245
1190.67,100.1853806
1191.315,100.138587
1191.96,100.1074246
1192.605,100.0683255
1193.25,100.0279564
1193.895,100.0070443
1194.54,99.9951516
1195.185,99.9656361
1195.83,99.9162678
1196.475,99.8702042
1197.12,99.8418174
1197.765,99.8153027
1198.41,99.7342351
1199.055,99.5323853
1199.7,99.2919815
1200.345,99.1526005
1200.99,99.0774651
1201.635,98.9919075
1202.28,98.8551674
1202.925,98.6880813
1203.57,98.5823772
1204.215,98.5634696
1204.86,98.5932755
1205.505,98.6434891
1206.15,98.6896287
1206.795,98.7072464
1207.44,98.6944529
1208.085,98.6909925
1208.73,98.7319272
1209.375,98.8168091
1210.02,98.9232827
1210.665,99.012091
1211.31,99.0586098
1211.955,99.0709472
1212.6,99.0645554
1213.245,99.0510934
1213.89,99.0366833
1214.535,99.00336
1215.18,98.9115131
1215.825,98.7760643
1216.47,98.6746685
1217.115,98.6227428
1217.76,98.5790147
1218.405,98.5393125
1219.05,98.5234762
1219.695,98.5360054
1220.34,98.5668823
1220.985,98.5978432
1221.63,98.6056244
1222.275,98.5683357
1222.92,98.4903286
1223.565,98.4081157
1224.21,98.3603722
1224.855,98.377599
1225.5,98.4829428
1226.145,98.6591625
1226.79,98.7964687
1227.435,98.8121854
1228.08,98.7410165
1228.725,98.6506379
1229.37,98.6313637
1230.015,98.7038028
1230.66,98.7796372
1231.305,98.7958173
1231.95,98.7529138
1232.595,98.6834355
1233.24,98.6250528
1233.885,98.6074711
1234.53,98.6374528
1235.175,98.6834661
1235.82,98.6797331
1236.465,98.5855123
1237.11,98.4362881
1237.755,98.2838772
1238.4,98.1403653
1239.045,98.0058465
1239.69,97.8911548
1240.335,97.8024694
1240.98,97.7375756
1241.625,97.6921827
1242.27,97.6590543
1242.915,97.6341667
1243.56,97.6125251
1244.205,97.5775936
1244.85,97.5066467
1245.495,97.380536
1246.14,97.2190191
1246.785,97.0876015
1247.43,97.011266
1248.075,96.9804089
1248.72,96.9790013
1249.365,96.9762653
1250.01,96.9134705
1250.655,96.774002
1251.3,96.6663438
1251.945,96.6340831
1252.59,96.6303731
1253.235,96.6224649
1253.88,96.5984917
1254.525,96.5513428
1255.17,96.4844929
1255.815,96.4310532
1256.46,96.4256082
1257.105,96.4590585
1257.75,96.4869838
1258.395,96.4821926
1259.04,96.4473091
1259.685,96.3913634
1260.33,96.3239697
1260.975,96.263469
1261.62,96.2319561
1262.265,96.2403484
1262.91,96.2927581
1263.555,96.3733339
1264.2,96.4451787
1264.845,96.4937267
1265.49,96.523272
1266.135,96.5338207
1266.78,96.5348401
1267.425,96.5531052
1268.07,96.6065032
1268.715,96.6781484
1269.36,96.7266392
1270.005,96.7229081
1270.65,96.6751512
1271.295,96.6116034
1271.94,96.5536501
1272.585,96.5194833
1273.23,96.5172853
1273.875,96.5286996
1274.52,96.5341413
1275.165,96.5375227
1275.81,96.5520822
1276.455,96.5787782
1277.1,96.590809
1277.745,96.5222912
1278.39,96.3640805
1279.035,96.2508999
1279.68,96.2185244
1280.325,96.2015646
1280.97,96.1729287
1281.615,96.1562401
1282.26,96.1809983
1282.905,96.243354
1283.55,96.2978276
1284.195,96.3214765
1284.84,96.3354196
1285.485,96.358702
1286.13,96.3829844
1286.775,96.3672771
1287.42,96.306461
1288.065,96.2719478
1288.71,96.2833901
1289.355,96.3067643
1290,96.3039097
1290.645,96.2589837
1291.29,96.198008
1291.935,96.1548116
1292.58,96.1059535
1293.225,96.0065094
1293.87,95.8899503
1294.515,95.8087499
1295.16,95.7528366
1295.805,95.696819
1296.45,95.6307584
1297.095,95.5703738
1297.74,95.5274666
1298.385,95.4823178
1299.03,95.4082492
1299.675,95.305799
1300.32,95.2049845
1300.965,95.1536846
1301.61,95.2020592
1302.255,95.319946
1302.9,95.4080968
1303.545,95.4446358
1304.19,95.4597008
1304.835,95.4769173
1305.48,95.4944996
1306.125,95.4819679
1306.77,95.4033662
1307.415,95.2641281
1308.06,95.1189491
1308.705,95.0076645
1309.35,94.957908
1309.995,95.0104325
1310.64,95.134038
1311.285,95.2202294
1311.93,95.2361734
1312.575,95.2178053
1313.22,95.1971048
1313.865,95.1841858
1314.51,95.1744558
1315.155,95.1609013
1315.8,95.1450314
1316.445,95.1239396
1317.09,95.086211
1317.735,95.0329574
1318.38,94.9730145
1319.025,94.9091378
1319.67,94.8372984
1320.315,94.7631432
1320.96,94.6962134
1321.605,94.6349409
1322.25,94.573313
1322.895,94.5059899
1323.54,94.4419685
1324.185,94.4022261
1324.83,94.3966385
1325.475,94.4153163
1326.12,94.4287018
1326.765,94.3932994
1327.41,94.2975761
1328.055,94.1874169
1328.7,94.0928409
1329.345,94.0188103
1329.99,93.9871246
1330.635,94.008194
1331.28,94.0584902
1331.925,94.1063555
1332.57,94.1360248
1333.215,94.14499
1333.86,94.1355363
1334.505,94.1145416
1335.15,94.092507
1335.795,94.0708414
1336.44,94.0297371
1337.085,93.9448008
1337.73,93.8433203
1338.375,93.7623743
1339.02,93.6990561
1339.665,93.6511311
1340.31,93.6124736
1340.955,93.5637733
1341.6,93.4848807
1342.245,93.3853372
1342.89,93.3089369
1343.535,93.2744483
1344.18,93.2505543
1344.825,93.2089603
1345.47,93.1682915
1346.115,93.1632589
1346.76,93.2017109
1347.405,93.256144
1348.05,93.2821768
1348.695,93.2525988
1349.34,93.1755814
1349.985,93.0760671
1350.63,92.9831057
1351.275,92.9373067
1351.92,92.9632122
1352.565,93.0157159
1353.21,93.0099726
1353.855,92.9206629
1354.5,92.8496046
1355.145,92.8679202
1355.79,92.9348565
1356.435,92.9883309
1357.08,92.977468
1357.725,92.8859775
1358.37,92.7634368
1359.015,92.666259
1359.66,92.5915991
1360.305,92.5161668
1360.95,92.4319949
1361.595,92.3396817
1362.24,92.2498381
1362.885,92.1892811
1363.53,92.1652059
1364.175,92.1352657
1364.82,92.0267083
1365.465,91.8254316
1366.11,91.6260146
1366.755,91.4906166
1367.4,91.4204238
1368.045,91.3986923
1368.69,91.3957567
1369.335,91.4014425
1369.98,91.4254355
1370.625,91.4573095
1371.27,91.4748769
1371.915,91.4678701
1372.56,91.4420181
1373.205,91.4195834
1373.85,91.4325919
1374.495,91.4941126
1375.14,91.5670163
1375.785,91.5692255
1376.43,91.4524641
1377.075,91.3039142
1377.72,91.2349296
1378.365,91.2192917
1379.01,91.1916612
1379.655,91.13468
1380.3,91.0640951
1380.945,90.9970803
1381.59,90.9356791
1382.235,90.8719453
1382.88,90.8086309
1383.525,90.7579371
1384.17,90.7193645
1384.815,90.6834795
1385.46,90.6426136
1386.105,90.5990285
1386.75,90.56677
1387.395,90.5526832
1388.04,90.5406167
1388.685,90.5150354
1389.33,90.477685
1389.975,90.4282759
1390.62,90.3610726
1391.265,90.2820959
1391.91,90.2124061
1392.555,90.1665938
1393.2,90.1426625
1393.845,90.1319257
1394.49,90.1240798
1395.135,90.1042559
1395.78,90.0624121
1396.425,90.014649
1397.07,89.9903281
1397.715,89.9888772
1398.36,89.9534072
1399.005,89.8001339
1399.65,89.5976698
1400.295,89.4910759
1400.94,89.4230122
1401.585,89.2883986
1402.23,89.1499046
1402.875,89.1550635
1403.52,89.2628319
1404.165,89.3649971
1404.81,89.4117195
1405.455,89.4087849
1406.1,89.3817935
1406.745,89.3514094
1407.39,89.3221132
1408.035,89.2848924
1408.68,89.2386428
1409.325,89.2041451
1409.97,89.204128
1410.615,89.2396566
1411.26,89.289595
1411.905,89.3386449
1412.55,89.3772461
1413.195,89.3794271
1413.84,89.3235884
1414.485,89.2450446
1415.13,89.2185826
1415.775,89.2555784
1416.42,89.3126845
1417.065,89.3529449
1417.71,89.3507255
1418.355,89.3015491
1419,89.2266409
1419.645,89.1548215
1420.29,89.1070521
1420.935,89.0831534
1421.58,89.0806199
1422.225,89.1008464
1422.87,89.1464788
1423.515,89.2102104
1424.16,89.2623545
1424.805,89.2713337
1425.45,89.2284036
1426.095,89.1449677
1426.74,89.0526496
1427.385,88.9921111
1428.03,88.9846471
1428.675,89.0182183
1429.32,89.0575985
1429.965,89.0766219
1430.61,89.0707936
1431.255,89.0518996
1431.9,89.0457028
1432.545,89.086078
1433.19,89.1889803
1433.835,89.3262111
1434.48,89.4485454
1435.125,89.5397802
1435.77,89.6170013
1436.415,89.6923903
1437.06,89.7318456
1437.705,89.6851525
1438.35,89.572838
1438.995,89.4412983
1439.64,89.3190174
1440.285,89.2051448
1440.93,89.0853786
1441.575,88.9706774
1442.22,88.8933689
1442.865,88.8710447
1443.51,88.9085207
1444.155,89.0066125
1444.8,89.1405254
1445.445,89.1857882
1446.09,88.9059978
1446.735,88.3908985
1447.38,87.7534937
1448.025,87.3603743
1448.67,87.0957263
1449.315,86.7915274
1449.96,86.5708758
1450.605,86.4928969
1451.25,86.488029
1451.895,86.5074326
1452.54,86.5212119
1453.185,86.4793715
1453.83,86.3079698
1454.475,86.0663209
1455.12,85.9182165
1455.765,85.8574491
1456.41,85.8080751
1457.055,85.7201089
1457.7,85.5896281
1458.345,85.443745
1458.99,85.3045311
1459.635,85.1902668
1460.28,85.1234981
1460.925,85.1162342
1461.57,85.1573752
1462.215,85.2198035
1462.86,85.2805253
1463.505,85.3244225
1464.15,85.3410927
1464.795,85.3398906
1465.44,85.3394219
1466.085,85.3448473
1466.73,85.3565553
1467.375,85.3697742
1468.02,85.3583457
1468.665,85.309954
1469.31,85.2615573
1469.955,85.2256486
1470.6,85.1744107
1471.245,85.0713069
1471.89,84.9176664
1472.535,84.7712434
1473.18,84.6797691
1473.825,84.6452693
1474.47,84.6371023
1475.115,84.6202113
1475.76,84.6120371
1476.405,84.6416954
1477.05,84.6907691
1477.695,84.7036834
1478.34,84.6189822
1478.985,84.4550176
1479.63,84.3445077
1480.275,84.3618801
1480.92,84.4532713
1481.565,84.5265873
1482.21,84.5559288
1482.855,84.5717172
1483.5,84.6082524
1484.145,84.6757437
1484.79,84.7528013
1485.435,84.8185742
1486.08,84.8854339
1486.725,84.9757234
1487.37,85.0802522
1488.015,85.1492767
1488.66,85.1598751
1489.305,85.1468967
1489.95,85.1521562
1490.595,85.1879754
1491.24,85.2301417
1491.885,85.2506978
1492.53,85.2436089
1493.175,85.2125128
1493.82,85.1727271
1494.465,85.1439066
1495.11,85.138901
1495.755,85.1608372
1496.4,85.1860657
1497.045,85.1526242
1497.69,85.0010218
1498.335,84.7809024
1498.98,84.6407501
1499.625,84.5794679
1500.27,84.5248822
1500.915,84.4305361
1501.56,84.3064909
1502.205,84.190551
1502.85,84.0806859
1503.495,83.9276393
1504.14,83.7128531
1504.785,83.5204524
1505.43,83.4241195
1506.075,83.3755863
1506.72,83.316112
1507.365,83.2079053
1508.01,83.0683935
1508.655,82.9851841
1509.3,82.9630265
1509.945,82.9665227
1510.59,82.9629327
1511.235,82.9072291
1511.88,82.724338
1512.525,82.4097917
1513.17,82.1097369
1513.815,81.9699309
1514.46,81.9399944
1515.105,81.9270246
1515.75,81.8844871
1516.395,81.774963
1517.04,81.5612947
1517.685,81.2759578
1518.33,81.0353499
1518.975,80.9267894
1519.62,80.9134683
1520.265,80.9217323
1520.91,80.9097151
1521.555,80.8618677
1522.2,80.7751086
1522.845,80.6542481
1523.49,80.5238599
1524.135,80.4161799
1524.78,80.3376142
1525.425,80.2783242
1526.07,80.2297055
1526.715,80.1834597
1527.36,80.1276138
1528.005,80.0528473
1528.65,79.9637928
1529.295,79.8814664
1529.94,79.8229126
1530.585,79.7727146
1531.23,79.6921784
1531.875,79.5725074
1532.52,79.452966
1533.165,79.3671918
1533.81,79.3094739
1534.455,79.2653878
1535.1,79.2341784
1535.745,79.2173448
1536.39,79.2037552
1537.035,79.1736573
1537.68,79.1168038
1538.325,79.0440908
1538.97,78.9793253
1539.615,78.9341531
1540.26,78.8979001
1540.905,78.8588241
1541.55,78.8174013
1542.195,78.7795143
1542.84,78.7441079
1543.485,78.7032364
1544.13,78.6508775
1544.775,78.5815823
1545.42,78.4962197
1546.065,78.3900119
1546.71,78.2406387
1547.355,78.046733
1548,77.8813564
1548.645,77.8020181
1549.29,77.7910908
1549.935,77.8004754
1550.58,77.7996162
1551.225,77.7858784
1551.87,77.7710659
1552.515,77.7593048
1553.16,77.7389861
1553.805,77.6910745
1554.45,77.6109053
1555.095,77.524683
1555.74,77.4676773
1556.385,77.4485458
1557.03,77.4493104
1557.675,77.4418751
1558.32,77.4049571
1558.965,77.3345666
1559.61,77.2454427
1560.255,77.1634191
1560.9,77.1048743
1561.545,77.0579212
1562.19,77.0059218
1562.835,76.9510717
1563.48,76.898591
1564.125,76.8484259
1564.77,76.8031665
1565.415,76.774616
1566.06,76.7716888
1566.705,76.79379
1567.35,76.81422
1567.995,76.8047449
1568.64,76.7794739
1569.285,76.776017
1569.93,76.8100623
1570.575,76.8579865
1571.22,76.8882887
1571.865,76.8849906
1572.51,76.8399564
1573.155,76.7258305
1573.8,76.5081417
1574.445,76.2777595
1575.09,76.1519282
1575.735,76.1324254
1576.38,76.1608458
1577.025,76.1778037
1577.67,76.1562693
1578.315,76.1067194
1578.96,76.0328176
1579.605,75.8874365
1580.25,75.6750122
1580.895,75.5196544
1581.54,75.4608091
1582.185,75.4656028
1582.83,75.4915871
1583.475,75.5107811
1584.12,75.5070953
1584.765,75.4647462
1585.41,75.3663866
1586.055,75.2210763
1586.7,75.0678202
1587.345,74.920807
1587.99,74.7585586
1588.635,74.5596623
1589.28,74.3565953
1589.925,74.2108941
1590.57,74.1268418
1591.215,74.060644
1591.86,73.9937468
1592.505,73.9540559
1593.15,73.962692
1593.795,74.0092952
1594.44,74.0686615
1595.085,74.1110773
1595.73,74.0982292
1596.375,73.9861493
1597.02,73.7715561
1597.665,73.527772
1598.31,73.3006214
1598.955,73.0485762
1599.6,72.7241759
1600.245,72.330653
1600.89,71.9668496
1601.535,71.7379301
1602.18,71.6395657
1602.825,71.6189639
1603.47,71.616095
1604.115,71.5601553
1604.76,71.4114236
1605.405,71.2315011
1606.05,71.1121738
1606.695,71.0679997
1607.34,71.0766183
1607.985,71.1149891
1608.63,71.1445701
1609.275,71.0644357
1609.92,70.7889896
1610.565,70.5290508
1611.21,70.3916944
1611.855,70.2651899
1612.5,70.0137333
1613.145,69.6705106
1613.79,69.449623
1614.435,69.3601213
1615.08,69.3303546
1615.725,69.3257672
1616.37,69.3254697
1617.015,69.3019594
1617.66,69.2365257
1618.305,69.1621478
1618.95,69.1231627
1619.595,69.1057692
1620.24,69.0641732
1620.885,68.969194
1621.53,68.8332486
1622.175,68.6892497
1622.82,68.5523272
1623.465,68.4244044
1624.11,68.301235
1624.755,68.1811756
1625.4,68.0809481
1626.045,68.0195765
1626.69,67.9831772
1627.335,67.9294465
1627.98,67.813597
1628.625,67.6258862
1629.27,67.4372963
1629.915,67.3235279
1630.56,67.2815666
1631.205,67.2722252
1631.85,67.2547291
1632.495,67.2190706
1633.14,67.1887636
1633.785,67.1677671
1634.43,67.1287724
1635.075,67.0549602
1635.72,66.9591398
1636.365,66.8504216
1637.01,66.7243342
1637.655,66.5747357
1638.3,66.3955426
1638.945,66.1790137
1639.59,65.9188927
1640.235,65.6606987
1640.88,65.4898553
1641.525,65.4116671
1642.17,65.3878225
1642.815,65.389035
1643.46,65.3954334
1644.105,65.3927991
1644.75,65.3683938
1645.395,65.3094344
1646.04,65.2171312
1646.685,65.1226454
1647.33,65.0601132
1647.975,65.0267246
1648.62,64.985323
1649.265,64.8893737
1649.91,64.718653
1650.555,64.5120006
1651.2,64.3299119
1651.845,64.2047604
1652.49,64.1357482
1653.135,64.0976524
1653.78,64.0660621
1654.425,64.0309426
1655.07,63.9902034
1655.715,63.9476014
1656.36,63.9117082
1657.005,63.8778218
1657.65,63.8105549
1658.295,63.661549
1658.94,63.4433342
1659.585,63.2806792
1660.23,63.2169962
1660.875,63.161484
1661.52,63.0484055
1662.165,62.9248604
1662.81,62.8454932
1663.455,62.8107691
1664.1,62.7994537
1664.745,62.7856964
1665.39,62.7494244
1666.035,62.6846149
1666.68,62.5837245
1667.325,62.4203489
1667.97,62.221699
1668.615,62.0837645
1669.26,62.0241819
1669.905,62.0001483
1670.55,61.9777061
1671.195,61.9424552
1671.84,61.8934038
1672.485,61.8373242
1673.13,61.7846671
1673.775,61.7415774
1674.42,61.7056914
1675.065,61.6634627
1675.71,61.5789859
1676.355,61.4104959
1677,61.2015722
1677.645,61.0301275
1678.29,60.9057762
1678.935,60.8155477
1679.58,60.7414944
1680.225,60.6638604
1680.87,60.5707493
1681.515,60.4691157
1682.16,60.3713877
1682.805,60.2727513
1683.45,60.1628168
1684.095,60.0482003
1684.74,59.940356
1685.385,59.8216959
1686.03,59.658352
1686.675,59.4779028
1687.32,59.3408581
1687.965,59.2704395
1688.61,59.2627018
1689.255,59.2835978
1689.9,59.3097684
1690.545,59.3326447
1691.19,59.3358077
1691.835,59.2850724
1692.48,59.1365864
1693.125,58.8686155
1693.77,58.594924
1694.415,58.4574907
1695.06,58.4244866
1695.705,58.4234767
1696.35,58.4105256
1696.995,58.3545759
1697.64,58.2087664
1698.285,57.9586101
1698.93,57.7158393
1699.575,57.5683844
1700.22,57.4823201
1700.865,57.409297
1701.51,57.3435692
1702.155,57.3025011
1702.8,57.288662
1703.445,57.2764812
1704.09,57.2249072
1704.735,57.1123666
1705.38,56.9703978
1706.025,56.8497971
1706.67,56.7633721
1707.315,56.6862466
1707.96,56.582892
1708.605,56.4459514
1709.25,56.3245125
1709.895,56.2659355
1710.54,56.262041
1711.185,56.2736971
1711.83,56.2699313
1712.475,56.2402198
1713.12,56.1821792
1713.765,56.0927432
1714.41,55.9847595
1715.055,55.8907564
1715.7,55.8255184
1716.345,55.7703838
1716.99,55.698322
1717.635,55.6081873
1718.28,55.527755
1718.925,55.4813812
1719.57,55.4658645
1720.215,55.4540078
1720.86,55.4092179
1721.505,55.3078851
1722.15,55.1797922
1722.795,55.0825737
1723.44,55.0206115
1724.085,54.9688762
1724.73,54.9174295
1725.375,54.8675213
1726.02,54.8174969
1726.665,54.7664591
1727.31,54.7161032
1727.955,54.6586496
1728.6,54.576258
1729.245,54.4666931
1729.89,54.3554856
1730.535,54.2638582
1731.18,54.1901716
1731.825,54.1284269
1732.47,54.0775733
1733.115,54.0336867
1733.76,53.9903329
1734.405,53.949023
1735.05,53.9241553
1735.695,53.9305212
1736.34,53.9625277
1736.985,53.9863461
1737.63,53.9514685
1738.275,53.8242245
1738.92,53.6210498
1739.565,53.3864122
1740.21,53.1505851
1740.855,52.9368133
1741.5,52.7800525
1742.145,52.7042447
1742.79,52.7018983
1743.435,52.7451223
1744.08,52.7927805
1744.725,52.7842366
1745.37,52.6414122
1746.015,52.3583774
1746.66,52.0818882
1747.305,51.9204873
1747.95,51.8483996
1748.595,51.8146107
1749.24,51.784577
1749.885,51.7418413
1750.53,51.6854814
1751.175,51.6321314
1751.82,51.6061678
1752.465,51.6068783
1753.11,51.5940749
1753.755,51.5034494
1754.4,51.2927786
1755.045,51.0132743
1755.69,50.7629527
1756.335,50.5614902
1756.98,50.3676625
1757.625,50.1618232
1758.27,49.9584825
1758.915,49.7860176
1759.56,49.6790241
1760.205,49.6414941
1760.85,49.6417954
1761.495,49.6499676
1762.14,49.6541171
1762.785,49.6515357
1763.43,49.6435422
1764.075,49.6411109
1764.72,49.6613919
1765.365,49.6975445
1766.01,49.6742899
1766.655,49.4475118
1767.3,48.9668335
1767.945,48.5373836
