x,value
1768.59,48.350474
1769.235,48.2591742
1769.88,48.140021
1770.525,47.9584853
1771.17,47.784492
1771.815,47.6774077
1772.46,47.6260036
1773.105,47.58918
1773.75,47.5394174
1774.395,47.4912395
1775.04,47.467572
1775.685,47.4739447
1776.33,47.5062458
1776.975,47.5505552
1777.62,47.5825327
1778.265,47.5628352
1778.91,47.4586461
1779.555,47.2767423
1780.2,47.0492427
1780.845,46.8278265
1781.49,46.6512809
1782.135,46.5562141
1782.78,46.5355621
1783.425,46.5415518
1784.07,46.5361434
1784.715,46.5109047
1785.36,46.4541797
1786.005,46.3134206
1786.65,46.0849374
1787.295,45.8813721
1787.94,45.7320696
1788.585,45.6185311
1789.23,45.5062497
1789.875,45.3795838
1790.52,45.2629191
1791.165,45.1427079
1791.81,44.9734917
1792.455,44.7917155
1793.1,44.6785339
1793.745,44.6338207
1794.39,44.6203003
1795.035,44.6109195
1795.68,44.5799983
1796.325,44.4780752
1796.97,44.2301746
1797.615,43.8972639
1798.26,43.6614283
1798.905,43.58504
1799.55,43.6157481
1800.195,43.6969492
1800.84,43.7861371
1801.485,43.8069766
1802.13,43.5637871
1802.775,43.0054392
1803.42,42.5715999
1804.065,42.328177
1804.71,42.2093837
1805.355,42.1633541
1806,42.14031
1806.645,42.1152474
1807.29,42.0920089
1807.935,42.069633
1808.58,42.0098556
1809.225,41.8761248
1809.87,41.7100607
1810.515,41.5855735
1811.16,41.5196103
1811.805,41.4975427
1812.45,41.5041835
1813.095,41.5230761
1813.74,41.5376387
1814.385,41.5374086
1815.03,41.5203776
1815.675,41.4872801
1816.32,41.4219447
1816.965,41.2781959
1817.61,40.9849153
1818.255,40.5509778
1818.9,40.2238969
1819.545,40.0954446
1820.19,40.0876406
1820.835,40.1187688
1821.48,40.1074897
1822.125,40.0014565
1822.77,39.8280593
1823.415,39.6907724
1824.06,39.625705
1824.705,39.5988378
1825.35,39.5861528
1825.995,39.5686505
1826.64,39.5136683
1827.285,39.3756561
1827.93,39.1558603
1828.575,38.9585017
1829.22,38.8346513
1829.865,38.7321397
1830.51,38.6102006
1831.155,38.4770409
1831.8,38.3744165
1832.445,38.3287625
1833.09,38.318009
1833.735,38.2961046
1834.38,38.2327058
1835.025,38.1431807
1835.67,38.0447311
1836.315,37.919006
1836.96,37.72857
1837.605,37.4642498
1838.25,37.2080577
1838.895,37.0505296
1839.54,36.9923905
1840.185,36.9793362
1840.83,36.9552987
1841.475,36.8772728
1842.12,36.7427973
1842.765,36.6125772
1843.41,36.5377071
1844.055,36.5046289
1844.7,36.4792617
1845.345,36.440293
1845.99,36.3683128
1846.635,36.2443795
1847.28,36.0960481
1847.925,35.9640364
1848.57,35.8360996
1849.215,35.7192469
1849.86,35.6383842
1850.505,35.5744038
1851.15,35.4955881
1851.795,35.4160502
1852.44,35.3781501
1853.085,35.3755166
1853.73,35.3537926
1854.375,35.2279071
1855.02,34.9507588
1855.665,34.653038
1856.31,34.4612024
1856.955,34.3485389
1857.6,34.2632012
1858.245,34.1515419
1858.89,33.970216
1859.535,33.7311208
1860.18,33.4890154
1860.825,33.2767663
1861.47,33.0693214
1862.115,32.8396157
1862.76,32.6187886
1863.405,32.4655166
1864.05,32.3943106
1864.695,32.3871036
1865.34,32.4379693
1865.985,32.5480287
1866.63,32.6901169
1867.275,32.7971181
1867.92,32.8144637
1868.565,32.7584969
1869.21,32.6743627
1869.855,32.5908817
1870.5,32.5190915
1871.145,32.4446409
1871.79,32.343464
1872.435,32.1685814
1873.08,31.8662993
1873.725,31.5057919
1874.37,31.2173745
1875.015,31.0209752
1875.66,30.8651925
1876.305,30.7003888
1876.95,30.4915101
1877.595,30.2525735
1878.24,30.0916478
1878.885,30.0565243
1879.53,30.0779122
1880.175,30.0927476
1880.82,30.0762224
1881.465,30.0283551
1882.11,29.969409
1882.755,29.9305512
1883.4,29.9296418
1884.045,29.9550945
1884.69,29.9595879
1885.335,29.8455389
1885.98,29.534616
1886.625,29.1849931
1887.27,28.9734413
1887.915,28.8738869
1888.56,28.8064587
1889.205,28.7091664
1889.85,28.5705649
1890.495,28.4454628
1891.14,28.3560628
1891.785,28.2710194
1892.43,28.1815533
1893.075,28.1165471
1893.72,28.0986314
1894.365,28.1166173
1895.01,28.1293133
1895.655,28.1095547
1896.3,28.07047267
1896.945,28.07437475
1897.59,28.07688778
1898.235,28.06439133
1898.88,27.8478342
1899.525,27.5153657
1900.17,27.0475841
1900.815,26.6425112
1901.46,26.4341784
1902.105,26.3066665
1902.75,26.2211666
1903.395,26.160288
1904.04,26.0943424
1904.685,26.0003582
1905.33,25.8544005
1905.975,25.5664369
1906.62,25.1445507
1907.265,24.8685936
1907.91,24.751092
1908.555,24.714254
1909.2,24.726037
1909.845,24.7665685
1910.49,24.7956255
1911.135,24.7570634
1911.78,24.6473329
1912.425,24.5237871
1913.07,24.4411647
1913.715,24.3875318
1914.36,24.3080994
1915.005,24.1580224
1915.65,23.9948545
1916.295,23.8934652
1916.94,23.8411878
1917.585,23.8086155
1918.23,23.7657251
1918.875,23.6259716
1919.52,23.3070274
1920.165,22.9812527
1920.81,22.8005673
1921.455,22.7039856
1922.1,22.6352366
1922.745,22.5905839
1923.39,22.6024384
1924.035,22.6827421
1924.68,22.7775823
1925.325,22.8052354
1925.97,22.7468761
1926.615,22.6162244
1927.26,22.3738271
1927.905,22.035502
1928.55,21.7535343
1929.195,21.5715451
1929.84,21.4066525
1930.485,21.1968537
1931.13,20.9710271
1931.775,20.7794301
1932.42,20.6347871
1933.065,20.540013
1933.71,20.5017629
1934.355,20.5039872
1935,20.4877553
1935.645,20.3955125
1936.29,20.2399593
1936.935,20.0733537
1937.58,19.9238376
1938.225,19.7905302
1938.87,19.6629201
1939.515,19.5257099
1940.16,19.3803643
1940.805,19.2386578
1941.45,19.0941579
1942.095,18.9441778
1942.74,18.8325563
1943.385,18.7875707
1944.03,18.7714078
1944.675,18.735978
1945.32,18.6523384
1945.965,18.5206181
1946.61,18.3695549
1947.255,18.2100197
1947.9,18.0292535
1948.545,17.8535758
1949.19,17.7339783
1949.835,17.666929
1950.48,17.613633
1951.125,17.5563866
1951.77,17.4978821
1952.415,17.4151064
1953.06,17.2245302
1953.705,16.9551569
1954.35,16.7789082
1954.995,16.6729309
1955.64,16.5994845
1956.285,16.5430642
1956.93,16.4898454
1957.575,16.4229439
1958.22,16.3287231
1958.865,16.2096516
1959.51,16.083709
1960.155,15.9675859
1960.8,15.8400441
1961.445,15.628021
1962.09,15.3364792
1962.735,15.1203171
1963.38,15.0486794
1964.025,15.0848061
1964.67,15.1772865
1965.315,15.2663963
1965.96,15.2881352
1966.605,15.223959
1967.25,15.1307739
1967.895,15.0810017
1968.54,15.0959137
1969.185,15.14342
1969.83,15.1940301
1970.475,15.2526704
1971.12,15.327448
1971.765,15.3947862
1972.41,15.3352842
1973.055,14.7589584
1973.7,13.22402867
1974.345,12.7365705
1974.99,12.6951902
1975.635,12.7112102
1976.28,12.6405942
1976.925,12.4832509
1977.57,12.3528005
1978.215,12.2998814
1978.86,12.2800428
1979.505,12.2365254
1980.15,12.1291219
1980.795,11.9684178
1981.44,11.7876004
1982.085,11.5759342
1982.73,11.3185031
1983.375,11.0669133
1984.02,10.8768628
1984.665,10.7513386
1985.31,10.6580203
1985.955,10.54125322
1986.6,10.39254933
1987.245,10.20650311
1987.89,10.0212729
1988.535,9.8744321
1989.18,9.740685333
1989.825,9.6207775
1990.47,9.526698286
1991.115,9.447853
1991.76,9.136613833
1992.405,8.526509857
1993.05,8.0397405
1993.695,7.8374607
1994.34,7.7768612
1994.985,7.7988459
1995.63,7.8671611
1996.275,7.938483
1996.92,7.9542866
1997.565,7.8329931
1998.21,7.4864286
1998.855,6.9746787
1999.5,6.6339894
2000.145,6.4893459
2000.79,6.3778179
2001.435,6.2080869
2002.08,5.9849117
2002.725,5.7824085
2003.37,5.6472003
2004.015,5.5504383
2004.66,5.456052
2005.305,5.3718587
2005.95,5.3127584
2006.595,5.2433002
2007.24,5.1006994
2007.885,4.9065602
2008.53,4.7602894
2009.175,4.6689908
2009.82,4.570232
2010.465,4.4065968
2011.11,4.259454667
2011.755,NA
2012.4,NA
2013.045,NA
2013.69,NA
2014.335,NA
2014.98,NA
2015.625,NA
2016.27,NA
2016.915,NA
2017.56,NA
2018.205,NA
2018.85,NA
2019.495,NA
2020.14,NA
2020.785,NA
2021.43,NA
2022.075,NA
2022.72,NA
2023.365,NA
2024.01,NA
2024.655,NA
2025.3,NA
2025.945,NA
2026.59,NA
2027.235,NA
2027.88,NA
2028.525,NA
2029.17,NA
2029.815,NA
2030.46,NA
2031.105,NA
2031.75,NA
2032.395,NA
2033.04,NA
2033.685,NA
2034.33,NA
2034.975,NA
2035.62,NA
2036.265,4.9387285
2036.91,4.66196875
2037.555,4.3125425
2038.2,NA
2038.845,NA
2039.49,NA
2040.135,NA
2040.78,NA
2041.425,NA
2042.07,NA
2042.715,NA
2043.36,NA
2044.005,NA
2044.65,4.856851667
2045.295,5.26394
2045.94,5.187746625
2046.585,5.304964286
2047.23,4.49926975
2047.875,4.438137333
2048.52,4.339028
2049.165,NA
2049.81,NA
2050.455,4.5590675
2051.1,5.276781
2051.745,5.223986833
2052.39,5.1030636
2053.035,4.98496675
2053.68,5.048534667
2054.325,4.999775333
2054.97,4.912887
2055.615,4.8031545
2056.26,NA
2056.905,NA
2057.55,NA
2058.195,4.362595
2058.84,8.5358362
2059.485,7.5549004
2060.13,7.781917
2060.775,8.733095
2061.42,NA
2062.065,NA
2062.71,NA
2063.355,NA
2064,NA
2064.645,NA
2065.29,NA
2065.935,NA
2066.58,NA
2067.225,NA
2067.87,NA
2068.515,NA
2069.16,NA
2069.805,NA
2070.45,NA
2071.095,NA
2071.74,NA
2072.385,NA
2073.03,NA
2073.675,NA
2074.32,NA
2074.965,NA
2075.61,NA
2076.255,NA
2076.9,NA
2077.545,NA
2078.19,NA
2078.835,NA
2079.48,NA
2080.125,NA
2080.77,NA
2081.415,NA
2082.06,NA
2082.705,NA
2083.35,NA
2083.995,NA
2084.64,NA
2085.285,NA
2085.93,NA
2086.575,NA
2087.22,NA
2087.865,NA
2088.51,NA
2089.155,NA
2089.8,NA
2090.445,NA
2091.09,NA
2091.735,NA
2092.38,NA
2093.025,NA
2093.67,NA
2094.315,NA
2094.96,NA
2095.605,NA
2096.25,NA
2096.895,NA
2097.54,NA
2098.185,NA
2098.83,NA
2099.475,NA
2100.12,NA
2100.765,NA
2101.41,NA
2102.055,NA
2102.7,NA
2103.345,NA
2103.99,NA
2104.635,NA
2105.28,NA
2105.925,NA
2106.57,NA
2107.215,NA
2107.86,NA
2108.505,NA
2109.15,NA
2109.795,NA
2110.44,NA
2111.085,NA
2111.73,NA
2112.375,NA
2113.02,NA
2113.665,NA
2114.31,NA
2114.955,NA
2115.6,NA
2116.245,NA
2116.89,NA
2117.535,NA
2118.18,NA
2118.825,NA
2119.47,NA
2120.115,NA
2120.76,NA
2121.405,NA
2122.05,NA
2122.695,NA
2123.34,NA
2123.985,NA
2124.63,NA
2125.275,NA
2125.92,NA
2126.565,NA
2127.21,NA
2127.855,NA
2128.5,NA
2129.145,NA
2129.79,NA
2130.435,NA
2131.08,NA
2131.725,NA
2132.37,NA
2133.015,NA
2133.66,NA
2134.305,NA
2134.95,NA
2135.595,NA
2136.24,NA
2136.885,NA
2137.53,NA
2138.175,NA
2138.82,NA
2139.465,NA
2140.11,NA
2140.755,NA
2141.4,NA
2142.045,NA
2142.69,NA
2143.335,NA
2143.98,NA
2144.625,NA
2145.27,NA
2145.915,NA
2146.56,NA
2147.205,NA
2147.85,NA
2148.495,NA
2149.14,NA
2149.785,NA
2150.43,NA
2151.075,NA
2151.72,NA
2152.365,NA
2153.01,NA
2153.655,NA
2154.3,NA
2154.945,NA
2155.59,NA
2156.235,NA
2156.88,NA
2157.525,NA
